ticker,company,quarter,earnings_date,quarters_behind,n_history,density_qa,density_z,density_pctile,change_vs_prev_call
BR,Broadridge Financial Solutions,2024Q4,2024-11-05,1,36,0.46880634691669676,-1.3401859523509576,13.88888888888889,-0.37526295561551115
BSX,Boston Scientific,2024Q4,2024-10-23,1,38,0.6529702181876095,-1.3434206414078762,0.0,-0.18708354525325066
UDR,"UDR, Inc.",2024Q4,2024-10-31,1,42,0.8248880509073769,-1.3625346192974896,7.142857142857142,-0.42862947275596397
C,Citigroup,2025Q1,2025-01-15,0,43,0.6155567991046447,-1.3661658531082057,6.976744186046512,-0.2582948701761082
MCD,McDonald's,2024Q4,2024-10-29,1,41,0.6112272800386038,-1.3943491030996253,7.317073170731707,-0.18938857831397515
MPWR,Monolithic Power Systems,2024Q4,2024-10-30,1,42,0.6683995544002971,-1.4076224665939334,4.761904761904762,-0.33387834992772125
REG,Regency Centers,2024Q4,2024-10-29,1,42,0.6915887850467289,-1.45278979512151,7.142857142857142,-0.0858434672855678
LYB,LyondellBasell,2025Q1,2025-01-31,0,43,0.6606606606606606,-1.4813230137128242,6.976744186046512,-0.0641520960438573
AMCR,Amcor,2024Q4,2024-10-31,1,38,0.5404492484377639,-1.4872324689303087,5.263157894736842,-0.2354780793442195
HD,Home Depot (The),2024Q4,2024-11-12,1,42,0.609981515711645,-1.496858818032624,7.142857142857142,-0.13213351211766855
BLK,BlackRock,2025Q1,2025-01-15,0,43,0.8165116806532093,-1.4978487083720822,2.3255813953488373,-0.4343112291558755
VLO,Valero Energy,2025Q1,2025-01-30,0,43,0.7559681697612732,-1.4980847248761013,6.976744186046512,-0.049066959044347436
STE,Steris,2024Q3,2024-08-07,2,44,0.7352941176470588,-1.5304743345197402,6.8181818181818175,-0.711811670776095
WMT,Walmart,2024Q2,2024-05-16,3,20,0.47370914258645197,-1.5866356633278793,5.0,-0.019596001881483194
SCHW,Charles Schwab Corporation,2025Q1,2025-01-21,0,15,0.8040431886055595,-1.5878840840979185,0.0,-0.12136342945389078
PCG,PG&E Corporation,2024Q4,2024-11-07,1,36,0.6931608133086876,-1.596723650772705,2.7777777777777777,-0.07007130880845192
DELL,Dell Technologies,2024Q2,2024-05-30,3,38,0.5120819331092975,-1.6055553676113608,7.894736842105263,-0.40749412674107655
COR,Cencora,2024Q4,2024-11-06,1,42,0.6034699522252954,-1.609348509399676,9.523809523809524,0.01629741383324479
WBA,Walgreens Boots Alliance,2025Q1,2025-01-10,0,36,0.5965570138060338,-1.6351047959892437,8.333333333333332,-0.3149013195272996
WYNN,Wynn Resorts,2024Q4,2024-11-04,1,42,0.6372956497644777,-1.6368097387002063,7.142857142857142,-0.42045768215851775
SBAC,SBA Communications,2024Q4,2024-10-28,1,38,0.8996041741633681,-1.6537534749137521,2.631578947368421,-0.5347950888975609
EXR,Extra Space Storage,2024Q4,2024-10-30,1,42,0.8524151763329433,-1.65402453353865,4.761904761904762,0.03091936938445794
NKE,"Nike, Inc.",2024Q4,2024-10-01,1,36,0.35696073431922487,-1.66558103347094,2.7777777777777777,-0.10333846015718479
ON,ON Semiconductor,2024Q4,2024-10-28,1,41,0.5559619604974396,-1.6676246263691752,4.878048780487805,-0.011348680410257383
OMC,Omnicom Group,2024Q4,2024-10-15,1,42,0.7233273056057866,-1.6760946752073818,2.380952380952381,-0.016394008689757822
TRGP,Targa Resources,2024Q4,2024-11-05,1,42,0.6423982869379015,-1.709425356751387,2.380952380952381,-0.3034145209438719
MCO,Moody's Corporation,2024Q4,2024-10-22,1,41,0.8687140584852563,-1.7099532813188072,4.878048780487805,-0.4834494030532054
CBOE,Cboe Global Markets,2024Q4,2024-11-01,1,42,0.6783493499152063,-1.7311704201333458,0.0,-0.470381000749848
CME,CME Group,2024Q4,2024-10-23,1,41,0.6054490413723511,-1.7572045212306135,4.878048780487805,-0.304641967728559
MTD,Mettler Toledo,2024Q4,2024-11-08,1,42,0.8483424693291568,-1.8329059118371949,9.523809523809524,-0.5190772690775018
ECL,Ecolab,2024Q4,2024-10-29,1,42,0.39603960396039606,-1.846370646089206,2.380952380952381,-0.0830360618138748
JBL,Jabil,2024Q4,2024-12-18,1,44,0.5823783580687583,-1.8585076761869743,0.0,-0.11016240084049
GILD,Gilead Sciences,2024Q4,2024-11-06,1,42,0.7142857142857143,-1.8966537670647907,0.0,-0.34805142742605166
PYPL,PayPal,2024Q4,2024-10-29,1,34,0.4039044092898014,-1.9276473544554518,0.0,-0.18125755518250786
ACGL,Arch Capital Group,2024Q4,2024-10-31,1,42,0.9139482564679415,-1.9550287615516766,0.0,-0.747289528548345
APD,Air Products,2024Q4,2024-11-07,1,42,0.4971590909090909,-2.0014355663538606,2.380952380952381,-0.606840909090909
ADI,Analog Devices,2024Q4,2024-11-26,1,43,0.45045045045045046,-2.0588330517386355,0.0,-0.41576706639266786
IP,International Paper,2025Q1,2025-01-30,0,43,0.5599253432875617,-2.062533189872009,4.651162790697675,0.06487583833706667
ES,Eversource Energy,2024Q4,2024-11-05,1,42,0.6593735950846695,-2.0869473558007945,0.0,-0.23010828172209064
AES,AES Corporation,2024Q4,2024-11-01,1,41,0.5044560282495376,-2.1557445132309843,0.0,-0.3983748822324823
GPC,Genuine Parts Company,2024Q4,2024-10-22,1,40,0.37267080745341613,-2.2065704110934408,2.5,-0.15407149400525483
DIS,Walt Disney Company (The),2024Q4,2024-11-14,1,43,0.6447831184056272,-2.2341596526181164,0.0,-0.4004146217073672
EA,Electronic Arts,2024Q3,2024-07-30,2,43,0.5254648342764754,-2.2677430568394206,0.0,-0.21972747341583232
PSX,Phillips 66,2025Q1,2025-01-31,0,42,0.6041502495403205,-2.3122141629682686,0.0,-0.17982187589521959
SYY,Sysco,2024Q4,2024-10-29,1,43,0.3570153516601214,-2.5364407625347454,2.3255813953488373,-0.19334238086602068
BKR,Baker Hughes,2025Q1,2025-01-31,0,36,0.36681715575620766,-2.5452859566791495,0.0,-0.32244189076877805
VTRS,Viatris,2024Q4,2024-11-07,1,41,0.39076376554174064,-2.7570636616016477,0.0,-0.4331291283820492
