ticker,n_quarters,pearson_r,pearson_p,spearman_rho,spearman_p,mean_growth,median_growth
APD,42,-0.3535850099570706,0.021613112558466804,-0.45255651892067095,0.0026195407623956658,1.8989119278160291,2.848811126065505
BSX,38,-0.36619390348848563,0.023750171882490123,-0.20538352117299488,0.21608172346244112,4.2941935658890475,3.442178580404265
LW,27,-0.36767414391778175,0.05918882605342895,-0.43101343101343104,0.024798019393247106,3.259767213043591,2.402135231316725
LKQ,42,-0.3701109180261803,0.015840411891253046,-0.2550036463819788,0.10314161436309406,2.9708844790605204,2.1173430612555095
HON,42,-0.3761802577633905,0.014077130812009307,-0.31010452961672474,0.04564840537357489,1.6103188406649374,2.046944858420272
ON,40,-0.3802119984646817,0.015516883717300336,-0.226829268292683,0.15927127816950162,6.059644708828885,4.732912149070373
CL,40,-0.38197875824821015,0.015004710320156855,-0.3729831144465291,0.017768987156006357,0.5185244177414068,0.6784228211524266
ECL,42,-0.38713810787157615,0.011313845983687806,-0.4690867838910947,0.001726498741521873,1.3745330197452281,2.118188757773345
AMCR,18,-0.3911583111631904,0.10846697545193494,-0.4262125902992776,0.07778293683965697,0.674293232495332,0.8712569216708788
JPM,43,-0.3916924208754939,0.009389974321552539,-0.21186952582301422,0.17259143518571296,3.554516570643553,4.135220125786162
NOC,43,-0.3973113281210903,0.00833592318735435,-0.37466022349743283,0.013311844800486809,2.7080716485938834,2.2278597785977885
EOG,41,-0.40408199138962386,0.008788852023553922,-0.34965156794425095,0.025033715396747296,34.2100038677007,0.952380952380949
BG,42,-0.4057305356934523,0.007680085147261072,-0.1467466169678308,0.3537396502501235,3.494112151840246,0.1275023568432448
BAX,40,-0.4092565748297108,0.008735211776367963,-0.24859287054409007,0.12191667046292802,-0.41467398910621817,3.1362537437303804
CRL,35,-0.4299585542247941,0.009940384768754282,-0.38627450980392153,0.021905127856511948,3.2302561230136084,3.3726812816188905
UAL,36,-0.43589331656259883,0.007873991832802086,-0.40849420849420853,0.013381850478719799,6.252473812095115,10.024453789908154
PRU,42,-0.4515717170253268,0.0026836922830641157,-0.34251681387245764,0.026390516652584208,0.8858493696926187,1.8656972357500494
LIN,22,-0.4826429707655456,0.02290180160439171,-0.20158102766798422,0.3683370734344016,4.07488666418902,3.790932572679047
CAT,43,-0.4923952409293145,0.0007963624208580745,-0.5154032014497131,0.0004048752919541233,3.868275335231138,2.6687116564417237
UNH,35,-0.5737173444866638,0.00031440720734822724,-0.6053221288515406,0.00011689441336807087,3.9832170509878155,3.835678620063544
HUM,34,-0.6276827312299774,7.080453858453508e-05,-0.5064935064935064,0.0022389776482556172,1.8038107748212096,3.801984508532441
